gene	reference	direction	firstBase	lastBase
gene_3104	NC_000962.3	+	3395386	3396454
TB22.2	NC_000962.3	-	3396458	3397141
gene_3106	NC_000962.3	-	3397218	3398283
gene_3107	NC_000962.3	-	3398428	3399399
echA17	NC_000962.3	-	3399421	3400177
gene_3109	NC_000962.3	-	3400199	3401057
gene_3110	NC_000962.3	-	3401054	3401917
serB2	NC_000962.3	-	3401932	3403153
ctaD	NC_000962.3	-	3403206	3404920
fecB	NC_000962.3	+	3405143	3406210
adhC	NC_000962.3	+	3406292	3407316
gene_3115	NC_000962.3	-	3407320	3407682
gene_3116	NC_000962.3	-	3408027	3408305
nrdF2	NC_000962.3	-	3408407	3409370
gene_3118	NC_000962.3	-	3409514	3411076
gene_3119	NC_000962.3	-	3411219	3411952
nrdE	NC_000962.3	-	3412087	3414161
nrdI	NC_000962.3	-	3414240	3414684
nrdH	NC_000962.3	-	3414724	3414957
gene_3123	NC_000962.3	-	3415438	3415985
gene_3124	NC_000962.3	+	3416080	3416693
dinP	NC_000962.3	+	3416710	3417745
gene_3126	NC_000962.3	-	3417802	3418655
gene_3127	NC_000962.3	-	3418726	3419367
cyp136	NC_000962.3	+	3419493	3420966
gene_3129	NC_000962.3	-	3421746	3423205
fadE22	NC_000962.3	-	3423262	3425426
ligB	NC_000962.3	+	3425584	3427099
cstA	NC_000962.3	+	3427251	3429518
gene_3133	NC_000962.3	-	3429828	3430245
mmr	NC_000962.3	+	3430392	3430707
gene_3135	NC_000962.3	+	3430711	3431315
gene_3136	NC_000962.3	+	3431430	3431837
alaU	NC_000962.3	-	3431840	3431908
pgmA	NC_000962.3	-	3431984	3433616
gene_3139	NC_000962.3	+	3433691	3434086
gene_3140	NC_000962.3	+	3434092	3434465
gene_3141	NC_000962.3	+	3434468	3435569
gene_3142	NC_000962.3	-	3435801	3436320
gene_3143	NC_000962.3	-	3436334	3436677
gene_3144	NC_000962.3	+	3436786	3438044
gene_3145	NC_000962.3	-	3438050	3438964
gene_3146	NC_000962.3	+	3439074	3439542
gene_3147	NC_000962.3	+	3439548	3441344
hab	NC_000962.3	+	3441358	3441747
gene_3149	NC_000962.3	-	3441773	3442591
pknK	NC_000962.3	-	3442664	3445979
gene_3151	NC_000962.3	+	3446043	3447275
virS	NC_000962.3	-	3447409	3448417
gene_3153	NC_000962.3	+	3448512	3449986
lipR	NC_000962.3	+	3449997	3450920
gene_3155	NC_000962.3	+	3450921	3451748
adhD	NC_000962.3	+	3451781	3452881
gene_3157	NC_000962.3	+	3452930	3454339
tgs4	NC_000962.3	+	3454339	3455758
fadD13	NC_000962.3	+	3455768	3457263
gene_3160	NC_000962.3	+	3458213	3459093
gene_3161	NC_000962.3	+	3459122	3460807
gene_3162	NC_000962.3	-	3460822	3461730
gene_3163	NC_000962.3	-	3461763	3462764
gene_3164	NC_000962.3	-	3462765	3463884
gene_3165	NC_000962.3	+	3463976	3464443
gene_3166	NC_000962.3	+	3464546	3465677
lipY	NC_000962.3	-	3465778	3467088
gene_3168	NC_000962.3	-	3467214	3467661
gene_3169	NC_000962.3	+	3467606	3467918
ssr	NC_000962.3	-	3467975	3468331
gene_3171	NC_000962.3	-	3468421	3469257
smpB	NC_000962.3	-	3469308	3469781
ftsX	NC_000962.3	-	3469789	3470673
ftsE	NC_000962.3	-	3470683	3471362
gene_3175	NC_000962.3	-	3471419	3471846
gene_3176	NC_000962.3	-	3471853	3472772
prfB	NC_000962.3	-	3472769	3473900
fprA	NC_000962.3	+	3474008	3475368
agpS	NC_000962.3	-	3475384	3476957
gene_3180	NC_000962.3	+	3477067	3477491
moaA1	NC_000962.3	+	3477656	3478724
moaB1	NC_000962.3	+	3478781	3479169
moaC1	NC_000962.3	+	3479173	3479680
moaD1	NC_000962.3	+	3479704	3479947
gene_3185	NC_000962.3	+	3480079	3480736
gene_3186	NC_000962.3	+	3480763	3481285
gene_3187	NC_000962.3	+	3481455	3482691
moeB2	NC_000962.3	+	3482778	3483945
cysA3	NC_000962.3	-	908491	909318
gene_3190	NC_000962.3	-	908181	908474
moaE1	NC_000962.3	+	3485139	3485572
gene_3192	NC_000962.3	+	3485573	3486166
cyp141	NC_000962.3	+	3486508	3487709
gene_3194	NC_000962.3	+	3488096	3488553
gene_3195	NC_000962.3	+	3488577	3489058
moaR1	NC_000962.3	+	3489514	3490375
PPE49	NC_000962.3	-	3490475	3491643
gene_3198	NC_000962.3	-	3491812	3492117
gene_3199	NC_000962.3	+	3492150	3493173
gene_3200	NC_000962.3	-	3493170	3494175
gene_3201	NC_000962.3	+	3494544	3494987
tgs1	NC_000962.3	-	3494980	3496359
gene_3203	NC_000962.3	+	3496554	3497547
devS	NC_000962.3	-	3497532	3499265
devR	NC_000962.3	-	3499267	3499906
gene_3206	NC_000962.3	-	3499944	3500746
PPE50	NC_000962.3	+	3501338	3501732
PPE51	NC_000962.3	+	3501801	3502928
gene_3209	NC_000962.3	-	3502944	3503270
gene_3210	NC_000962.3	+	3503393	3504169
pflA	NC_000962.3	+	3504198	3505283
fadE24	NC_000962.3	+	3505370	3506768
fadE23	NC_000962.3	+	3506794	3507994
fadB4	NC_000962.3	+	3508103	3509065
gene_3215	NC_000962.3	-	3509122	3509542
gene_3216	NC_000962.3	+	3509654	3510048
PPE52	NC_000962.3	-	3510091	3511309
nuoA	NC_000962.3	+	3511681	3512067
nuoB	NC_000962.3	+	3512078	3512622
nuoC	NC_000962.3	+	3512636	3513338
nuoD	NC_000962.3	+	3513337	3514651
nuoE	NC_000962.3	+	3514664	3515415
nuoF	NC_000962.3	+	3515413	3516749
nuoG	NC_000962.3	+	3516749	3519161
nuoH	NC_000962.3	+	3519283	3520507
nuoI	NC_000962.3	+	3520511	3521139
nuoJ	NC_000962.3	+	3521144	3521923
nuoK	NC_000962.3	+	3521923	3522221
nuoL	NC_000962.3	+	3522235	3524132
nuoM	NC_000962.3	+	3524131	3525786
nuoN	NC_000962.3	+	3525790	3527381
PPE53	NC_000962.3	-	3527390	3529154
gene_3233	NC_000962.3	-	3529339	3529975
gene_3234	NC_000962.3	-	3529995	3531135
gene_3235	NC_000962.3	-	3531208	3531638
gene_3236	NC_000962.3	-	3531646	3532908
moxR3	NC_000962.3	-	3532944	3533896
gene_3238	NC_000962.3	-	3533912	3534391
gene_3239	NC_000962.3	-	3534399	3535343
gene_3240	NC_000962.3	-	3535435	3536053
gene_3241	NC_000962.3	+	3536103	3537236
gene_3242	NC_000962.3	+	3537238	3538355
aofH	NC_000962.3	+	3538504	3539845
hpx	NC_000962.3	-	3539850	3540739
gene_3245	NC_000962.3	-	3540889	3541357
gene_3246	NC_000962.3	-	3541444	3542044
gene_3247	NC_000962.3	+	3542139	3542840
gene_3248	NC_000962.3	+	3542865	3544338
mesT	NC_000962.3	-	3544351	3545299
gene_3250	NC_000962.3	+	3545446	3546303
gene_3251	NC_000962.3	+	3546444	3546794
gene_3252	NC_000962.3	+	3547040	3547326
gene_3253	NC_000962.3	+	3547626	3548906
gene_3254	NC_000962.3	-	3549253	3549684
gene_3255	NC_000962.3	-	3549698	3550141
gene_3256	NC_000962.3	+	3550379	3550718
gene_3257	NC_000962.3	+	3550718	3551042
gene_3258	NC_000962.3	+	3554306	3554645
gene_3259	NC_000962.3	+	3554643	3555255
gene_3260	NC_000962.3	-	3555426	3556678
gene_3261	NC_000962.3	+	3556856	3557064
gene_3262	NC_000962.3	-	3557310	3558337
metU	NC_000962.3	-	3559372	3559443
gene_3264	NC_000962.3	+	3559568	3560017
gene_3265	NC_000962.3	-	3560194	3563170
gene_3266	NC_000962.3	-	3563268	3564283
gene_3267	NC_000962.3	+	3564366	3565782
gene_3268	NC_000962.3	+	3565790	3566685
gene_3269	NC_000962.3	-	3566697	3566887
gene_3270	NC_000962.3	+	3567023	3568362
whiB7	NC_000962.3	-	3568402	3568671
uvrD2	NC_000962.3	-	3569116	3571205
gene_3273	NC_000962.3	+	3571334	3571584
nudC	NC_000962.3	-	3571609	3572541
gene_3275	NC_000962.3	-	3572608	3573667
gene_3276	NC_000962.3	-	3573732	3577031
gene_3277	NC_000962.3	-	3577040	3580195
gene_3278	NC_000962.3	+	3580287	3580487
lipV	NC_000962.3	+	3580642	3581307
gene_3280	NC_000962.3	+	3581322	3581616
gene_3281	NC_000962.3	-	3581626	3582496
moeB1	NC_000962.3	-	3582537	3583709
gene_3283	NC_000962.3	-	3583804	3584654
gene_3284	NC_000962.3	+	3585011	3585689
TB9.4	NC_000962.3	-	3585678	3585942
gene_3286	NC_000962.3	+	3586273	3586825
gene_3287	NC_000962.3	-	3586847	3587537
rhlE	NC_000962.3	+	3587800	3589376
gene_3289	NC_000962.3	+	3589396	3590617
gene_3290	NC_000962.3	-	3590694	3591492
gpm2	NC_000962.3	+	3591653	3592252
entC	NC_000962.3	+	3592255	3593372
gene_3293	NC_000962.3	+	3593373	3593846
gene_3294	NC_000962.3	-	3593809	3594233
gene_3295	NC_000962.3	+	3594467	3595428
whiB1	NC_000962.3	+	3595713	3595960
gene_3297	NC_000962.3	-	3596029	3597526
TB7_	NC_000962.3	-	3597556	3597759
rshA	NC_000962.3	-	3598054	3598348
gene_3300	NC_000962.3	-	3598357	3598903
sigH	NC_000962.3	-	3598908	3599549
gene_3302	NC_000962.3	+	3599851	3600694
gene_3303	NC_000962.3	-	3601015	3602440
gene_3304	NC_000962.3	-	3602572	3603318
aroA	NC_000962.3	+	3603379	3604720
gene_3306	NC_000962.3	+	3604727	3605710
desA3	NC_000962.3	-	3605753	3607027
gene_3308	NC_000962.3	-	3607113	3608250
gene_3309	NC_000962.3	-	3608372	3608864
ppk2	NC_000962.3	-	3608874	3609751
gene_3311	NC_000962.3	-	3609789	3610370
tgs3	NC_000962.3	-	3610377	3611181
gene_3313	NC_000962.3	+	3611300	3611935
gene_3314	NC_000962.3	-	3611964	3613113
gene_3315	NC_000962.3	-	3613127	3613595
gene_3316	NC_000962.3	-	3613672	3614394
gene_3317	NC_000962.3	-	3614461	3617598
secA1	NC_000962.3	-	3617682	3620522
gene_3319	NC_000962.3	-	3620615	3621247
gene_3320	NC_000962.3	-	3621569	3622204
gene_3321	NC_000962.3	-	3622254	3623084
lpqB	NC_000962.3	-	3623162	3624908
mtrB	NC_000962.3	-	3624909	3626608
mtrA	NC_000962.3	-	3626668	3627348
tmk	NC_000962.3	-	3627419	3628056
sahH	NC_000962.3	-	3628160	3629646
gene_3327	NC_000962.3	-	3629756	3630384
rubB	NC_000962.3	-	3630383	3630563
rubA	NC_000962.3	-	3630573	3630735
alkB	NC_000962.3	-	3630746	3631988
gene_3331	NC_000962.3	-	3632103	3633584
gene_3332	NC_000962.3	+	3633674	3635060
manA	NC_000962.3	-	3635045	3636262
gene_3334	NC_000962.3	-	3636276	3637307
pmmA	NC_000962.3	-	3637312	3638705
gene_3336	NC_000962.3	-	3638816	3639297
gene_3337	NC_000962.3	+	3639426	3639839
whiB2	NC_000962.3	-	3639872	3640140
fbiA	NC_000962.3	+	3640542	3641530
fbiB	NC_000962.3	+	3641536	3642881
gene_3341	NC_000962.3	+	3643180	3644832
manB	NC_000962.3	-	3644899	3645970
wbbL1	NC_000962.3	-	3645980	3646876
rmlD	NC_000962.3	-	3646896	3647804
gene_3345	NC_000962.3	+	3647887	3649374
gene_3346	NC_000962.3	+	3649425	3650104
gene_3347	NC_000962.3	+	3650241	3650507
ctpC	NC_000962.3	+	3650532	3652681
gene_3349	NC_000962.3	-	3652681	3653339
gene_3350	NC_000962.3	+	3653454	3654624
gene_3351	NC_000962.3	+	3654639	3656929
fadE25	NC_000962.3	-	3656927	3658084
purE	NC_000962.3	-	3658119	3658632
purK	NC_000962.3	-	3658647	3659918
gene_3355	NC_000962.3	+	3659886	3660696
gene_3356	NC_000962.3	-	3660650	3661163
birA	NC_000962.3	-	3661217	3662010
accD5	NC_000962.3	+	3662069	3663705
accE5	NC_000962.3	+	3663690	3664220
gene_3360	NC_000962.3	+	3664218	3664879
sseA	NC_000962.3	+	3664927	3665814
gene_3362	NC_000962.3	+	3665826	3666244
accA3	NC_000962.3	+	3666365	3668158
sigF	NC_000962.3	-	3668173	3668953
rsbW	NC_000962.3	-	3668955	3669386
usfY	NC_000962.3	-	3669591	3669995
gene_3367	NC_000962.3	-	3670039	3670405
lat	NC_000962.3	-	3670444	3671790
lrpA	NC_000962.3	-	3671845	3672296
gene_3370	NC_000962.3	+	3672330	3673575
pcd	NC_000962.3	+	3673603	3675077
gene_3372	NC_000962.3	-	3675190	3675995
gene_3373	NC_000962.3	+	3676065	3676730
lhr	NC_000962.3	+	3676775	3681308
nei	NC_000962.3	+	3681321	3682086
lpqC	NC_000962.3	-	3682111	3683021
atsB	NC_000962.3	-	3683050	3685954
gene_3378	NC_000962.3	-	3685982	3686893
phoY1	NC_000962.3	-	3686915	3687570
glpD2	NC_000962.3	-	3687684	3689436
lpdA	NC_000962.3	-	3689459	3690930
gene_3382	NC_000962.3	+	3691149	3691617
amiA1	NC_000962.3	-	3691638	3692805
amiB1	NC_000962.3	-	3692813	3693986
deoD	NC_000962.3	+	3694054	3694851
pmmB	NC_000962.3	+	3694871	3696464
upp	NC_000962.3	-	3696478	3697092
sapM	NC_000962.3	+	3697197	3698097
gene_3389	NC_000962.3	+	3698126	3699379
gene_3390	NC_000962.3	-	3699410	3700325
gene_3391	NC_000962.3	-	3700357	3700518
gene_3392	NC_000962.3	-	3700711	3701013
add	NC_000962.3	-	3701089	3702175
deoA	NC_000962.3	-	3702187	3703467
cdd	NC_000962.3	-	3703467	3703859
sdhC	NC_000962.3	+	3704107	3704436
sdhD	NC_000962.3	+	3704441	3704865
sdhA	NC_000962.3	+	3705002	3706764
sdhB	NC_000962.3	+	3706778	3707557
vapC44	NC_000962.3	-	3707644	3708064
vapB44	NC_000962.3	-	3708073	3708313
gene_3402	NC_000962.3	-	3708446	3709051
moaX	NC_000962.3	-	3709055	3709708
moaC3	NC_000962.3	-	3709721	3710243
gene_3405	NC_000962.3	-	3710252	3710371
gene_3406	NC_000962.3	+	3711755	3713460
sigJ	NC_000962.3	-	3713396	3714331
gene_3408	NC_000962.3	+	3714400	3715702
dacB1	NC_000962.3	+	3715783	3716994
sugI	NC_000962.3	+	3717094	3718592
nagA	NC_000962.3	+	3718596	3719742
gene_3412	NC_000962.3	-	3719941	3720777
gene_3413	NC_000962.3	+	3721262	3721693
gene_3414	NC_000962.3	-	3721732	3722598
trpS	NC_000962.3	-	3722627	3723631
gene_3416	NC_000962.3	+	3723735	3724541
icd1	NC_000962.3	-	3724615	3725839
metC	NC_000962.3	+	3726126	3727475
metA	NC_000962.3	+	3727491	3728619
gene_3420	NC_000962.3	+	3728626	3729350
PPE54	NC_000962.3	-	3729364	3736927
PE_PGRS49	NC_000962.3	-	3736986	3737993
PE_PGRS50	NC_000962.3	-	3738158	3742774
gene_3424	NC_000962.3	-	3743198	3743454
PPE55	NC_000962.3	-	3743714	3753182
gene_3426	NC_000962.3	+	4318774	4319261
gene_3427	NC_000962.3	-	3754297	3755235
PPE56	NC_000962.3	-	3755957	3767100
gene_3429	NC_000962.3	-	3767350	3768134
gene_3430	NC_000962.3	-	3768227	3768590
gene_3431	NC_000962.3	-	3768742	3768991
gene_3432	NC_000962.3	+	3769114	3769494
gene_3433	NC_000962.3	-	3769521	3769806
folD	NC_000962.3	-	3769804	3770646
relJ	NC_000962.3	+	3770778	3771039
relK	NC_000962.3	+	3771044	3771294
gene_3437	NC_000962.3	+	3771344	3772533
gene_3438	NC_000962.3	+	3772657	3773010
gene_3439	NC_000962.3	-	3773024	3773559
gene_3440	NC_000962.3	-	3773573	3774147
gene_3441	NC_000962.3	-	3774141	3774500
gene_3442	NC_000962.3	-	3774485	3774871
gene_3443	NC_000962.3	-	3774871	3777493
spoU	NC_000962.3	+	3777745	3778199
PE_PGRS51	NC_000962.3	+	3778567	3780330
gene_3446	NC_000962.3	-	3780336	3780977
gene_3447	NC_000962.3	+	3780986	3781411
dnaE2	NC_000962.3	-	3781507	3784740
gene_3449	NC_000962.3	+	3784935	3786268
otsB2	NC_000962.3	+	3786318	3787483
echA18	NC_000962.3	+	3787727	3788360
gene_3452	NC_000962.3	+	3788369	3788615
amiD	NC_000962.3	+	3788623	3790044
gene_3454	NC_000962.3	+	3790158	3790803
gene_3455	NC_000962.3	-	3790852	3792352
gene_3456	NC_000962.3	-	3792359	3793239
dxs2	NC_000962.3	-	3793261	3794859
gene_3458	NC_000962.3	-	3796449	3797430
idsB	NC_000962.3	-	3797439	3798485
vapC46	NC_000962.3	-	3799248	3799626
vapB46	NC_000962.3	-	3799642	3799937
gene_3462	NC_000962.3	+	3800099	3800790
gene_3463	NC_000962.3	+	3800786	3801463
PE_PGRS52	NC_000962.3	+	3801658	3803839
htdY	NC_000962.3	-	3803924	3804789
lpqD	NC_000962.3	+	3804868	3805571
acrA1	NC_000962.3	+	3805626	3807570
cmaA1	NC_000962.3	-	3807579	3808430
iunH	NC_000962.3	+	3808466	3809386
gene_3470	NC_000962.3	-	3809442	3811017
gene_3471	NC_000962.3	-	3811025	3811632
gene_3472	NC_000962.3	+	3811720	3812336
guaA	NC_000962.3	-	3812502	3814074
phyA	NC_000962.3	-	3814091	3814998
idsA1	NC_000962.3	-	3815035	3816103
gene_3476	NC_000962.3	+	3816130	3817166
gene_3477	NC_000962.3	+	3817246	3818021
gene_3478	NC_000962.3	+	3818046	3820399
gene_3479	NC_000962.3	-	3820658	3821890
gene_3480	NC_000962.3	-	3822268	3823858
gene_3481	NC_000962.3	-	3823881	3824575
gene_3482	NC_000962.3	-	3824707	3825268
gene_3483	NC_000962.3	+	3825334	3826216
vapB47	NC_000962.3	+	3826253	3826543
vapC47	NC_000962.3	+	3826553	3826957
choD	NC_000962.3	-	3826994	3828721
guaB3	NC_000962.3	-	3828791	3829906
guaB2	NC_000962.3	-	3829931	3831511
gene_3489	NC_000962.3	+	3831729	3832130
gene_3490	NC_000962.3	-	3832151	3833040
sigD	NC_000962.3	-	3833041	3833674
gene_3492	NC_000962.3	-	3833693	3834520
whiB3	NC_000962.3	+	3834900	3835192
groEL1	NC_000962.3	-	3835273	3836888
groES	NC_000962.3	-	3836987	3837284
gcp	NC_000962.3	-	3837562	3838585
rimI	NC_000962.3	-	3838589	3839054
gene_3498	NC_000962.3	-	3839058	3839693
gene_3499	NC_000962.3	-	3839694	3840191
alr	NC_000962.3	-	3840199	3841413
gene_3501	NC_000962.3	-	3841714	3842070
PPE57	NC_000962.3	+	3842244	3842763
PPE58	NC_000962.3	+	3843037	3843728
gene_3504	NC_000962.3	-	3843885	3844638
gene_3505	NC_000962.3	-	3844744	3845963
PPE59	NC_000962.3	+	3847170	3847700
gene_3507	NC_000962.3	-	3847648	3848802
gene_3508	NC_000962.3	-	3848850	3848990
gadB	NC_000962.3	-	3850378	3851745
gene_3510	NC_000962.3	-	3851792	3853209
gene_3511	NC_000962.3	-	3853215	3853920
gene_3512	NC_000962.3	-	3853944	3854786
glmS	NC_000962.3	-	3855015	3856888
gene_3514	NC_000962.3	+	3856917	3857385
gene_3515	NC_000962.3	+	3857404	3858231
gene_3516	NC_000962.3	-	3858261	3859658
gene_3517	NC_000962.3	-	3859664	3859976
mrsA	NC_000962.3	-	3860024	3861370
rpsI	NC_000962.3	-	3861497	3861947
rplM	NC_000962.3	-	3861951	3862381
esxT	NC_000962.3	-	3862631	3862919
esxU	NC_000962.3	-	3862949	3863258
gene_3523	NC_000962.3	-	3863325	3864522
eccC4	NC_000962.3	-	3864531	3868236
eccD4	NC_000962.3	+	3868358	3869749
mycP4	NC_000962.3	+	3869754	3871110
eccB4	NC_000962.3	-	3871084	3872491
cut3	NC_000962.3	+	3872621	3873401
cut4	NC_000962.3	+	3873456	3874132
gene_3530	NC_000962.3	+	3874411	3876083
truA	NC_000962.3	-	3876056	3876819
rplQ	NC_000962.3	-	3876890	3877423
rpoA	NC_000962.3	-	3877471	3878499
rpsD	NC_000962.3	-	3878661	3879264
rpsK	NC_000962.3	-	3879274	3879691
rpsM	NC_000962.3	-	3879701	3880061
rpmJ	NC_000962.3	-	3880290	3880397
infA	NC_000962.3	-	3880431	3880648
gene_3539	NC_000962.3	+	3880909	3881756
rmlB	NC_000962.3	+	3881843	3882823
rmlC	NC_000962.3	+	3882840	3883436
gene_3542	NC_000962.3	+	3883527	3884188
gene_3543	NC_000962.3	-	103710	104657
gene_3544	NC_000962.3	-	3884983	3886063
mhpE	NC_000962.3	-	3886076	3887074
ilvB2	NC_000962.3	-	3887147	3888802
gene_3547	NC_000962.3	-	3888810	3889338
gene_3548	NC_000962.3	+	3889362	3889863
bpoA	NC_000962.3	-	3889947	3890729
kgtP	NC_000962.3	-	3892372	3893711
PE31	NC_000962.3	+	3894094	3894387
PPE60	NC_000962.3	+	3894426	3895599
gene_3553	NC_000962.3	+	3895827	3898881
gene_3554	NC_000962.3	-	3898910	3900397
gene_3555	NC_000962.3	-	3900493	3901182
gene_3556	NC_000962.3	-	3901325	3902103
gene_3557	NC_000962.3	-	3902158	3902810
gene_3558	NC_000962.3	+	3903083	3904613
gene_3559	NC_000962.3	-	3904621	3905561
gene_3560	NC_000962.3	+	3905776	3906221
lipF	NC_000962.3	-	3906175	3907003
gene_3562	NC_000962.3	+	3907672	3907989
gene_3563	NC_000962.3	+	3908075	3908233
otsA	NC_000962.3	+	3908241	3909729
gene_3565	NC_000962.3	+	3909890	3910468
gene_3566	NC_000962.3	-	3910469	3910938
gene_3567	NC_000962.3	-	3910955	3911669
mce4F	NC_000962.3	-	3911679	3913361
lprN	NC_000962.3	-	3913384	3914533
mce4D	NC_000962.3	-	3914531	3915880
mce4C	NC_000962.3	-	3915891	3916947
mce4B	NC_000962.3	-	3916951	3917989
mce4A	NC_000962.3	-	3917999	3919200
yrbE4B	NC_000962.3	-	3919223	3920054
yrbE4A	NC_000962.3	-	3920101	3920860
gene_3576	NC_000962.3	-	3921093	3922033
fdxD	NC_000962.3	-	3922071	3922247
fadE26	NC_000962.3	+	3922475	3923673
fadE27	NC_000962.3	+	3923697	3924818
fadD17	NC_000962.3	+	3924890	3926397
PE_PGRS53	NC_000962.3	+	3926574	3930713
PE_PGRS54	NC_000962.3	+	3931010	3936708
ilvX	NC_000962.3	-	3936879	3938422
gene_3584	NC_000962.3	-	3938426	3939255
PE_PGRS55	NC_000962.3	+	3939624	3941752
PE_PGRS56	NC_000962.3	+	3943820	3944958
fadD18	NC_000962.3	-	3945092	3945747
PE_PGRS57	NC_000962.3	+	3945799	3950259
fadD19	NC_000962.3	-	3950826	3952470
echA19	NC_000962.3	+	3952549	3953332
gene_3591	NC_000962.3	+	3953433	3954264
cyp142	NC_000962.3	-	3954329	3955519
gene_3593	NC_000962.3	+	3955557	3956256
gene_3594	NC_000962.3	-	3956328	3957365
gene_3595	NC_000962.3	+	3957521	3958426
ltp4	NC_000962.3	+	3958453	3959503
ltp3	NC_000962.3	+	3959530	3960704
gene_3598	NC_000962.3	+	3960758	3961785
gene_3599	NC_000962.3	-	3961803	3962323
kshA	NC_000962.3	+	3962442	3963594
gene_3601	NC_000962.3	+	3963612	3964050
gene_3602	NC_000962.3	-	3964478	3965183
gene_3603	NC_000962.3	-	3965887	3967037
gene_3604	NC_000962.3	-	3967042	3967814
gene_3605	NC_000962.3	-	3967824	3968942
PPE61	NC_000962.3	+	3969350	3970563
PPE62	NC_000962.3	-	3970708	3972449
hsaF	NC_000962.3	-	3972559	3973586
hsaG	NC_000962.3	-	3973593	3974494
hsaE	NC_000962.3	-	3974518	3975294
kstD	NC_000962.3	+	3975377	3977052
gene_3612	NC_000962.3	+	3977062	3977920
PPE63	NC_000962.3	+	3978064	3979489
ltp2	NC_000962.3	-	3979505	3980656
gene_3615	NC_000962.3	-	3980667	3981045
gene_3616	NC_000962.3	-	3981051	3981974
fadE29	NC_000962.3	-	3981981	3983138
fadE28	NC_000962.3	-	3983130	3984137
cyp125	NC_000962.3	-	3984147	3985445
fadA5	NC_000962.3	+	3985556	3986723
ddn	NC_000962.3	+	3986847	3987290
gene_3622	NC_000962.3	-	3987387	3988291
gene_3623	NC_000962.3	-	3988324	3989092
echA20	NC_000962.3	+	3989158	3989887
gene_3625	NC_000962.3	+	3989900	3990769
gene_3626	NC_000962.3	+	3990773	3991520
gene_3627	NC_000962.3	+	3991623	3992686
fdxB	NC_000962.3	+	3992692	3994736
gene_3629	NC_000962.3	-	3994838	3995697
fadA6	NC_000962.3	-	3995803	3996955
gene_3631	NC_000962.3	-	3997030	3997627
PPE64	NC_000962.3	+	3997988	3999632
gene_3633	NC_000962.3	-	3999655	4000435
fadE30	NC_000962.3	-	4000432	4001589
fadD3	NC_000962.3	+	4001643	4003151
fadE31	NC_000962.3	+	4003160	4004289
fadE32	NC_000962.3	+	4004295	4005246
fadE33	NC_000962.3	+	4005249	4006198
aspB	NC_000962.3	+	4006207	4007363
nat	NC_000962.3	-	4007339	4008182
gene_3641	NC_000962.3	-	4008167	4008427
hsaB	NC_000962.3	-	4008727	4009282
hsaC	NC_000962.3	-	4009296	4010196
hsaD	NC_000962.3	-	4010201	4011069
hsaA	NC_000962.3	-	4011085	4012270
kshB	NC_000962.3	+	4012422	4013484
gene_3647	NC_000962.3	+	4013519	4014032
fadE34	NC_000962.3	-	4014085	4016211
kstR	NC_000962.3	+	4016487	4017081
gene_3650	NC_000962.3	-	4017089	4018162
lppH	NC_000962.3	+	4018365	4019065
gene_3652	NC_000962.3	+	4019265	4020123
arsB2	NC_000962.3	+	4020146	4021378
gene_3654	NC_000962.3	-	4021429	4022391
cysS1	NC_000962.3	-	4022399	4023801
ispF	NC_000962.3	-	4023868	4024347
ispD	NC_000962.3	-	4024344	4025039
gene_3658	NC_000962.3	-	4025061	4025535
lpqE	NC_000962.3	+	4025833	4026371
radA	NC_000962.3	+	4026448	4027884
gene_3661	NC_000962.3	+	4027895	4028965
gene_3662	NC_000962.3	-	4028975	4029761
canB	NC_000962.3	-	4029872	4030493
mutY	NC_000962.3	+	4030493	4031403
PE_PGRS58	NC_000962.3	-	4031406	4033150
gene_3666	NC_000962.3	-	4033277	4034042
gene_3667	NC_000962.3	+	4034059	4034370
lpqF	NC_000962.3	+	4034355	4035706
gene_3669	NC_000962.3	+	4035862	4036677
PE_PGRS59	NC_000962.3	-	4036735	4038043
clpC1	NC_000962.3	-	4038164	4040702
lsr2	NC_000962.3	-	4040981	4041311
lysS	NC_000962.3	-	4041422	4042933
gene_3674	NC_000962.3	-	4043046	4043855
panD	NC_000962.3	-	4043863	4044280
panC	NC_000962.3	-	4044284	4045209
gene_3677	NC_000962.3	-	4045206	4046111
gene_3678	NC_000962.3	-	4046306	4047492
gene_3679	NC_000962.3	-	4047709	4048173
folK	NC_000962.3	-	4048182	4048743
folB	NC_000962.3	-	4048749	4049139
folP1	NC_000962.3	-	4049138	4049975
folE	NC_000962.3	-	4049984	4050585
ftsH	NC_000962.3	-	4050608	4052878
gene_3685	NC_000962.3	-	4053525	4053842
gene_3686	NC_000962.3	-	4053883	4054041
espD	NC_000962.3	-	4054142	4054687
espC	NC_000962.3	-	4054813	4055117
espA	NC_000962.3	-	4055200	4056375
ephA	NC_000962.3	+	4057738	4058695
gene_3691	NC_000962.3	+	4058699	4059884
esxV	NC_000962.3	-	4059988	4060259
esxW	NC_000962.3	-	4060297	4060584
PPE65	NC_000962.3	-	4060655	4061885
PE32	NC_000962.3	-	4061904	4062191
lpqG	NC_000962.3	+	4062533	4063241
hpt	NC_000962.3	-	4063255	4063897
mesJ	NC_000962.3	-	4063909	4064866
gene_3699	NC_000962.3	-	4064851	4065901
gene_3700	NC_000962.3	-	4065905	4067285
ppa	NC_000962.3	+	4067426	4067906
gene_3702	NC_000962.3	-	4067964	4069048
gene_3703	NC_000962.3	+	4069174	4070467
